the 0th hypergraph
214 241 803 857 
198 330 339 511 
195 517 564 995 
29 722 914 977 
62 450 571 677 
131 266 439 741 
2 124 360 872 
68 185 210 449 
653 676 833 849 
297 440 647 713 
570 571 688 819 
303 522 527 562 
10 73 441 849 
199 379 692 755 
3 594 906 924 
404 599 652 740 
247 459 561 597 
121 607 832 980 
181 746 922 961 
111 460 766 918 
104 224 350 525 
101 136 806 912 
291 427 483 901 
357 407 458 864 
73 332 868 906 
445 519 654 656 
244 526 735 911 
36 53 302 550 
595 744 767 938 
4 267 679 962 
370 372 398 751 
167 705 722 740 
121 293 526 994 
350 481 487 715 
214 220 457 859 
237 335 559 743 
11 282 323 406 
132 270 472 569 
227 427 451 554 
176 458 796 890 
21 466 499 741 
182 185 315 641 
217 522 563 960 
214 301 511 681 
20 233 505 512 
131 187 231 844 
156 170 755 784 
134 201 619 776 
263 896 966 981 
303 556 672 680 
241 787 843 872 
392 775 828 953 
9 144 580 616 
297 417 735 911 
206 222 261 794 
25 637 679 779 
509 565 698 801 
121 195 754 872 
437 475 518 662 
759 800 841 974 
275 898 918 947 
126 456 868 947 
686 796 910 945 
212 727 892 948 
420 563 822 975 
171 229 952 981 
241 379 508 936 
24 751 764 916 
55 257 405 631 
502 601 889 955 
194 384 538 621 
34 91 344 442 
664 742 975 983 
298 374 728 806 
79 331 641 956 
233 345 352 776 
109 221 768 862 
142 311 657 884 
446 489 730 769 
682 766 823 862 
83 761 949 977 
50 157 424 994 
156 170 310 416 
385 562 743 908 
5 31 41 840 
116 340 675 738 
200 530 536 644 
213 352 394 885 
21 590 947 948 
317 425 668 763 
190 398 464 629 
93 475 817 956 
433 469 782 976 
51 177 264 931 
12 237 256 433 
367 569 717 874 
275 308 383 568 
166 234 277 413 
49 135 168 973 
10 289 316 553 
90 228 354 845 
542 595 686 875 
642 811 839 858 
280 464 581 802 
363 906 955 973 
7 32 63 923 
331 362 484 716 
64 492 625 700 
444 634 868 902 
383 909 972 976 
115 525 751 937 
71 277 620 945 
47 110 429 618 
146 229 255 825 
33 37 650 922 
65 306 566 763 
314 529 554 902 
47 198 287 622 
77 209 389 838 
41 193 328 997 
127 707 792 859 
242 365 396 530 
38 133 164 427 
170 456 697 941 
83 290 643 909 
1 630 872 938 
585 772 912 945 
22 458 617 649 
571 818 831 964 
482 642 860 895 
17 429 776 787 
388 465 588 915 
456 551 666 809 
245 432 490 648 
87 283 309 548 
292 729 731 984 
377 572 600 799 
381 423 582 981 
129 147 266 537 
246 363 629 697 
235 313 509 620 
352 477 707 765 
51 104 440 703 
4 217 392 967 
16 268 383 685 
232 317 713 927 
383 668 959 990 
30 152 430 632 
38 196 927 930 
45 468 480 835 
113 203 221 983 
122 533 619 801 
508 757 939 997 
81 325 811 876 
143 256 750 780 
14 111 230 525 
313 734 759 857 
43 85 222 978 
354 639 719 817 
88 307 620 663 
121 269 473 655 
398 445 489 957 
230 443 507 723 
198 416 516 963 
182 206 403 925 
316 509 789 999 
31 384 410 507 
131 300 310 358 
206 221 415 454 
239 360 713 715 
1 107 337 590 
234 342 396 494 
473 774 844 849 
354 433 585 670 
162 292 430 886 
53 585 611 862 
317 490 748 817 
76 264 400 616 
320 511 697 842 
32 382 476 858 
657 929 935 945 
72 210 602 846 
141 319 478 641 
77 145 385 970 
62 485 719 823 
586 772 823 826 
30 309 691 869 
261 280 540 877 
21 72 161 423 
28 306 360 784 
207 559 677 919 
427 442 668 871 
507 679 728 785 
209 256 778 884 
116 237 250 886 
117 530 865 963 
236 315 921 966 
146 230 328 369 
82 336 715 777 
7 540 852 873 
182 405 619 680 
643 748 762 959 
482 654 694 852 
188 344 670 710 
2 236 430 673 
129 509 806 955 
89 160 237 448 
200 256 406 624 
364 659 706 992 
74 248 578 950 
309 477 560 973 
220 228 412 634 
94 219 430 984 
122 237 268 514 
29 461 667 674 
392 655 823 837 
404 624 648 879 
178 479 659 916 
9 664 749 778 
337 402 616 896 
211 302 826 973 
167 520 685 792 
625 638 735 938 
110 787 899 992 
123 488 617 891 
140 209 368 377 
27 114 470 987 
602 630 711 783 
59 129 288 841 
130 131 299 875 
238 538 855 947 
382 482 756 837 
392 757 775 801 
66 330 424 785 
172 359 421 735 
175 316 590 876 
468 539 739 936 
458 482 515 847 
169 214 666 790 
397 602 799 826 
569 685 797 800 
63 132 191 469 
115 803 807 968 
413 431 512 633 
197 362 393 524 
10 45 350 484 
83 96 129 233 
56 185 306 904 
268 460 530 776 
26 179 203 613 
95 292 608 824 
8 557 609 660 
394 557 645 669 
289 313 400 845 
126 308 377 952 
12 40 413 641 
17 713 725 929 
31 180 334 755 
10 373 607 857 
301 558 717 979 
241 292 717 745 
372 467 871 887 
122 355 515 840 
167 513 748 788 
64 86 492 742 
456 729 946 953 
118 153 380 728 
303 357 489 837 
370 545 752 838 
42 179 263 466 
648 653 860 896 
168 205 615 689 
85 140 331 537 
48 205 315 514 
520 669 676 739 
29 649 864 959 
17 207 437 614 
290 462 612 992 
118 294 360 481 
407 540 575 711 
112 419 865 977 
63 226 648 828 
34 657 711 770 
126 642 959 982 
136 483 595 907 
275 339 391 432 
46 263 314 692 
162 276 715 810 
47 231 717 741 
360 572 574 789 
81 613 749 919 
175 566 623 771 
85 234 387 866 
420 525 528 672 
107 206 700 767 
122 684 811 967 
300 644 649 667 
238 529 745 948 
46 222 762 800 
87 350 520 889 
394 498 763 868 
229 232 522 851 
122 181 469 632 
42 128 745 754 
89 390 698 904 
94 420 563 666 
2 522 552 775 
88 274 864 926 
20 265 846 907 
143 280 409 822 
263 416 574 578 
146 270 372 627 
299 441 477 611 
261 269 816 861 
176 597 651 730 
105 405 417 914 
285 535 726 920 
174 194 359 415 
477 490 755 756 
893 897 952 980 
162 165 551 917 
333 399 625 782 
57 263 323 359 
64 233 484 693 
507 633 878 908 
42 245 295 319 
230 765 891 982 
16 170 263 298 
177 552 897 899 
193 348 796 889 
72 186 533 610 
253 402 497 979 
52 207 417 745 
653 788 856 953 
349 572 584 868 
78 238 759 837 
83 405 567 684 
511 645 859 989 
39 144 547 566 
130 307 677 893 
380 470 577 759 
314 417 903 925 
275 426 729 917 
105 443 445 946 
578 755 811 881 
166 198 450 649 
145 345 346 847 
178 532 660 696 
511 558 761 832 
106 758 879 964 
317 746 771 774 
46 55 327 857 
137 361 543 822 
410 541 777 876 
26 72 513 559 
187 623 794 871 
180 206 418 541 
107 332 465 641 
148 285 497 980 
126 474 649 749 
61 672 788 890 
155 260 514 674 
247 259 481 930 
202 605 653 818 
120 328 441 952 
241 735 822 938 
39 199 215 554 
200 521 615 839 
193 624 801 927 
0 592 649 700 
52 55 567 671 
95 392 928 954 
64 489 624 682 
68 198 645 967 
564 774 845 969 
384 501 637 967 
219 548 654 834 
71 137 320 745 
118 233 376 576 
278 465 687 813 
86 474 720 933 
48 234 544 850 
619 797 887 905 
44 427 820 933 
104 402 436 951 
164 361 682 861 
185 635 646 853 
142 315 885 925 
130 923 946 950 
454 652 655 803 
117 536 806 851 
218 293 433 500 
164 399 563 811 
136 641 820 831 
4 342 576 803 
556 704 724 840 
286 594 666 975 
102 318 402 932 
312 530 703 704 
0 226 561 624 
6 228 755 998 
219 489 880 897 
170 533 609 759 
273 531 559 887 
28 561 737 784 
2 313 429 989 
51 216 232 787 
103 166 586 837 
690 727 753 980 
122 423 545 608 
378 490 617 846 
643 734 868 885 
349 351 518 989 
32 551 673 918 
101 250 408 981 
176 446 641 783 
57 159 468 971 
126 631 681 926 
34 99 513 716 
526 631 674 731 
442 557 893 973 
314 353 527 598 
1 347 583 822 
493 752 837 975 
527 657 753 783 
119 351 366 984 
265 382 832 892 
115 403 853 958 
168 411 676 912 
71 403 782 812 
477 526 888 918 
244 309 345 458 
105 197 513 696 
3 154 746 796 
222 328 425 688 
595 699 885 886 
94 247 564 687 
75 222 394 421 
23 142 463 771 
61 265 314 355 
54 809 858 879 
37 127 294 711 
129 535 550 715 
66 699 812 817 
121 278 870 980 
101 407 424 915 
630 651 729 970 
88 107 479 981 
63 343 433 499 
21 187 368 785 
8 593 648 677 
162 250 260 627 
584 608 635 842 
272 522 930 969 
291 377 706 852 
262 331 678 735 
304 326 560 812 
113 119 178 555 
415 515 653 698 
131 369 427 575 
23 118 376 818 
343 469 599 818 
408 568 767 914 
338 570 742 996 
22 95 473 799 
571 738 860 957 
312 383 982 983 
220 611 717 821 
89 183 329 945 
45 52 221 763 
343 669 827 886 
84 203 374 438 
354 421 764 945 
256 257 273 885 
5 364 644 861 
167 439 470 578 
422 429 556 922 
413 497 532 993 
101 118 434 980 
336 583 615 909 
119 210 460 650 
161 229 453 515 
211 262 823 960 
53 376 419 723 
25 40 482 516 
262 563 673 771 
83 429 695 792 
139 301 697 959 
435 732 848 965 
16 263 669 947 
183 278 405 978 
27 34 242 256 
178 387 544 881 
340 694 920 931 
51 59 75 168 
476 488 835 894 
116 658 730 854 
106 533 602 633 
15 710 736 944 
284 314 767 913 
125 156 672 717 
6 117 265 479 
578 582 831 894 
83 95 485 998 
45 229 464 764 
319 570 644 965 
77 543 550 769 
83 114 534 959 
77 244 600 832 
6 36 57 997 
245 305 462 861 
35 770 819 960 
157 168 606 612 
31 52 306 875 
111 210 533 742 
95 608 662 734 
289 346 403 563 
3 96 429 903 
140 285 417 988 
160 170 256 604 
174 181 270 969 
242 459 632 750 
219 240 295 592 
62 79 539 692 
278 580 611 955 
the 6th hypergraph
60 300 656 947 
264 342 362 972 
178 325 449 503 
122 400 698 804 
299 712 836 984 
517 572 661 815 
104 604 929 967 
312 394 443 889 
86 362 587 945 
95 277 456 596 
409 436 721 922 
145 453 563 663 
216 527 602 663 
291 302 564 918 
89 341 544 574 
56 247 569 709 
53 331 862 892 
313 595 789 803 
233 414 833 992 
662 694 768 812 
126 154 523 869 
0 395 700 863 
139 448 842 940 
290 446 683 975 
368 411 512 522 
85 114 276 508 
351 510 708 892 
65 75 543 657 
26 319 425 966 
438 592 743 917 
359 455 551 573 
24 341 410 896 
217 559 633 771 
15 521 800 946 
750 924 961 998 
545 767 908 954 
233 369 488 681 
753 843 868 886 
343 541 629 948 
210 356 502 719 
183 285 414 735 
38 41 253 989 
111 253 563 867 
199 656 675 891 
460 549 649 842 
46 201 597 671 
516 574 588 879 
16 48 282 378 
444 505 926 951 
112 305 543 972 
127 275 591 757 
184 202 283 574 
18 387 595 845 
565 583 605 943 
101 148 699 850 
2 158 286 714 
321 354 604 891 
142 178 279 280 
139 285 298 830 
187 545 570 591 
15 104 246 694 
298 661 750 941 
84 125 301 418 
85 188 679 824 
163 449 539 651 
172 254 461 511 
220 469 558 587 
17 722 764 982 
15 67 652 682 
235 380 429 882 
434 601 706 982 
6 243 464 576 
384 521 536 587 
145 712 759 999 
174 496 590 951 
503 593 644 657 
719 898 958 992 
653 719 893 981 
372 761 843 978 
94 620 634 750 
517 533 735 822 
45 194 258 978 
5 99 224 521 
120 281 468 660 
97 170 634 636 
178 415 514 697 
25 243 451 775 
128 216 775 879 
40 307 632 979 
71 97 367 835 
14 41 638 884 
654 666 717 996 
112 395 781 824 
124 635 865 874 
74 235 396 636 
55 216 231 248 
83 194 312 506 
339 401 516 928 
91 674 917 948 
131 348 388 474 
23 177 696 858 
457 500 603 723 
144 513 721 947 
232 241 930 974 
360 603 820 852 
62 107 132 472 
306 540 577 651 
318 503 554 921 
254 370 499 598 
552 565 635 948 
55 579 586 847 
287 310 411 606 
292 644 812 845 
325 408 443 661 
91 284 593 799 
180 456 876 924 
642 742 925 984 
63 133 183 362 
257 765 839 890 
281 452 540 986 
543 610 741 793 
34 514 707 725 
15 251 529 719 
98 366 417 459 
418 698 774 833 
78 397 456 498 
156 235 399 824 
53 186 234 295 
59 227 536 916 
72 278 431 486 
85 328 652 726 
366 560 875 961 
16 272 314 974 
71 692 862 903 
256 283 442 690 
3 351 785 888 
58 325 943 963 
193 424 428 479 
407 533 869 920 
169 307 647 827 
16 136 437 731 
204 376 831 857 
145 404 413 930 
94 102 286 465 
369 586 732 902 
169 385 388 689 
117 221 698 814 
255 394 478 649 
139 417 423 727 
130 715 835 901 
269 351 358 411 
61 339 479 633 
266 543 597 907 
80 715 758 929 
59 143 166 471 
213 249 428 786 
250 309 729 797 
262 497 892 896 
32 130 739 989 
26 321 577 761 
455 488 562 630 
621 835 928 996 
310 602 651 723 
23 111 834 941 
104 486 753 956 
12 295 379 837 
399 439 443 965 
101 439 679 880 
66 481 747 810 
105 371 426 724 
269 322 351 504 
0 36 137 303 
287 349 658 705 
112 152 601 910 
40 585 869 872 
14 213 661 929 
17 212 294 493 
336 610 883 896 
58 206 296 519 
45 197 761 772 
73 322 909 933 
311 407 594 746 
314 421 707 722 
272 307 458 635 
301 632 657 833 
112 411 492 493 
17 546 631 863 
131 338 764 825 
190 263 619 964 
271 282 542 823 
82 215 699 991 
195 351 456 813 
282 591 664 932 
35 317 732 865 
50 62 368 789 
189 255 281 649 
47 177 575 672 
181 244 506 979 
33 194 322 392 
29 390 531 937 
375 513 532 608 
268 642 787 800 
4 85 476 968 
238 256 436 679 
198 487 550 965 
32 247 264 547 
253 531 876 970 
336 355 732 847 
624 708 830 854 
197 669 685 868 
97 195 515 766 
142 288 371 795 
216 295 852 860 
21 608 833 893 
127 283 466 499 
155 200 338 356 
30 354 393 541 
171 234 302 759 
493 549 568 986 
221 425 585 893 
327 340 424 654 
329 356 655 873 
48 429 897 998 
360 376 685 747 
440 766 785 957 
50 130 533 981 
76 304 329 641 
542 590 672 980 
56 525 598 849 
590 668 727 854 
28 586 678 799 
117 371 514 894 
75 318 624 892 
479 740 854 859 
10 764 843 893 
133 522 580 752 
210 417 438 574 
25 303 877 894 
115 133 155 643 
177 181 250 449 
228 587 736 866 
118 207 267 845 
121 292 614 733 
61 233 602 947 
13 247 304 553 
10 378 773 809 
102 257 384 388 
216 318 628 742 
130 334 442 697 
109 315 498 604 
24 206 490 551 
418 439 549 593 
376 536 831 976 
28 82 758 986 
139 299 440 885 
74 252 254 702 
65 710 770 815 
88 271 666 975 
234 451 719 983 
303 391 418 611 
34 37 203 796 
115 294 759 829 
48 302 674 808 
609 635 850 916 
765 788 848 871 
278 434 653 768 
0 534 631 769 
104 690 900 909 
311 575 713 951 
117 173 629 771 
582 609 720 896 
273 549 631 892 
394 501 764 805 
169 225 486 697 
0 207 241 876 
407 504 674 907 
121 236 435 908 
115 173 405 700 
307 585 753 865 
123 453 472 653 
268 336 914 953 
35 49 313 409 
245 460 723 990 
372 543 592 925 
412 470 587 770 
145 433 577 908 
201 227 351 987 
78 323 472 793 
482 483 633 902 
130 132 234 881 
50 544 670 993 
370 421 611 659 
12 170 251 595 
24 824 863 886 
40 207 402 941 
123 513 537 978 
12 711 716 818 
72 155 482 906 
199 202 520 871 
249 251 700 864 
416 812 880 971 
56 160 793 966 
469 738 847 911 
126 195 275 385 
463 583 610 666 
642 663 664 724 
364 375 464 630 
173 275 653 992 
504 705 753 793 
314 549 604 896 
36 571 577 761 
105 138 558 911 
236 349 498 996 
130 165 637 988 
187 440 444 915 
57 380 789 964 
249 365 374 599 
152 650 869 973 
440 703 775 888 
106 121 255 856 
347 552 788 893 
534 542 709 768 
152 198 350 799 
69 433 756 833 
185 429 448 504 
31 488 655 740 
257 297 771 813 
166 229 548 643 
500 536 575 959 
485 561 761 969 
611 844 930 981 
306 409 615 661 
261 364 653 969 
116 122 487 712 
143 217 347 641 
162 167 626 825 
207 240 568 687 
9 96 730 938 
25 307 402 687 
131 242 695 825 
490 506 535 553 
111 160 218 292 
6 288 570 974 
111 140 155 512 
198 385 802 820 
216 313 412 515 
22 709 765 932 
252 805 834 848 
298 524 694 737 
153 390 679 735 
112 304 581 961 
28 76 77 989 
334 632 872 905 
59 155 250 963 
100 160 163 806 
272 406 712 753 
94 246 696 730 
374 626 721 882 
62 267 276 351 
446 531 572 733 
224 382 848 866 
317 839 955 997 
3 131 332 719 
130 132 525 926 
64 428 775 852 
313 585 905 993 
123 443 692 797 
424 655 731 887 
456 706 856 997 
210 608 648 923 
433 578 589 667 
82 852 860 925 
88 155 299 623 
78 337 424 949 
94 470 567 649 
4 25 195 783 
225 351 525 924 
15 565 703 826 
42 162 307 586 
319 381 616 693 
480 620 663 830 
10 113 584 978 
239 481 746 841 
314 444 725 923 
257 512 564 864 
221 337 355 856 
303 409 632 863 
318 535 824 897 
292 301 447 854 
162 533 904 907 
43 269 575 581 
596 714 736 861 
272 499 509 662 
581 734 839 852 
308 407 693 977 
310 517 644 869 
1 465 645 785 
15 103 832 881 
63 422 942 985 
84 221 345 944 
20 80 149 623 
143 300 538 794 
63 352 429 464 
333 627 680 995 
135 331 386 432 
19 463 853 959 
42 57 619 736 
44 71 137 755 
281 316 383 992 
95 479 633 787 
55 740 774 986 
249 426 506 969 
24 142 795 918 
169 269 383 854 
468 594 625 686 
130 279 312 916 
202 260 367 906 
107 666 773 820 
148 185 293 356 
725 756 840 958 
160 401 533 629 
41 249 636 903 
15 201 602 790 
278 567 729 851 
48 218 828 846 
456 828 898 923 
559 596 664 970 
127 264 398 948 
237 727 874 904 
93 142 172 798 
304 528 577 596 
51 370 425 520 
250 299 574 731 
43 226 284 660 
523 600 882 940 
382 501 591 687 
435 540 594 826 
452 655 719 982 
244 837 879 919 
135 240 634 865 
118 205 881 961 
33 689 705 977 
41 357 600 843 
191 422 524 977 
178 203 384 846 
51 460 601 631 
142 533 651 836 
120 122 768 938 
290 527 775 876 
193 295 345 895 
223 244 507 554 
530 767 839 977 
29 243 468 776 
461 489 784 900 
344 422 611 792 
122 227 298 791 
310 398 556 635 
66 67 705 896 
204 493 508 823 
459 480 757 888 
136 286 692 755 
186 192 196 342 
134 382 474 951 
300 365 439 800 
39 332 449 859 
291 399 572 937 
266 437 524 568 
165 299 514 923 
18 75 312 850 
6 237 544 589 
26 29 88 961 
663 678 836 920 
18 151 656 771 
80 125 808 973 
104 108 858 922 
179 774 877 998 
204 390 419 531 
127 322 558 775 
113 298 624 915 
246 388 703 999 
9 529 617 778 
198 205 307 627 
262 357 425 427 
31 96 245 293 
276 559 711 807 
583 714 876 890 
287 424 486 626 
99 108 382 811 
361 457 622 960 
105 440 478 634 
149 706 951 996 
79 548 651 914 
231 545 693 945 
459 563 796 837 
248 449 667 818 
264 318 506 580 
430 519 642 881 
363 445 543 725 
346 736 778 969 
173 340 407 813 
271 285 882 913 
252 357 857 891 
158 186 352 596 
194 206 474 695 
377 666 671 748 
38 102 626 983 
115 753 896 946 
189 562 585 769 
22 181 727 940 
51 347 617 630 
225 564 569 750 
199 442 567 615 
80 287 313 966 
172 270 586 853 
80 319 471 719 
373 534 587 862 
340 434 685 740 
614 636 784 893 
280 330 369 395 
269 956 961 987 
41 413 451 762 
39 142 333 735 
719 780 790 895 
45 149 354 491 
97 214 412 456 
151 309 456 528 
136 484 670 806 
42 300 399 757 
237 775 794 869 
176 303 503 559 
193 257 411 881 
10 429 861 906 
243 368 817 833 
105 374 666 919 
283 439 514 737 
61 142 374 412 
74 541 614 914 
480 500 502 530 
56 534 956 958 
553 715 764 911 
70 292 709 710 
269 303 362 367 
188 280 576 810 
52 58 968 978 
55 94 719 766 
68 86 509 943 
257 444 559 781 
22 100 107 879 
57 219 584 956 
352 440 539 838 
105 445 718 850 
213 310 401 777 
438 586 697 777 
387 514 791 902 
61 222 407 557 
510 705 835 944 
205 299 506 995 
232 537 610 904 
198 285 374 597 
124 625 655 975 
50 126 955 958 
343 450 541 562 
21 225 267 542 
138 146 842 919 
220 452 501 970 
174 279 328 400 
750 798 879 983 
64 260 567 950 
499 592 627 818 
252 296 588 848 
185 613 852 989 
210 502 561 598 
380 464 546 779 
130 664 676 895 
54 240 537 863 
157 385 518 743 
274 372 421 660 
347 361 835 843 
352 640 705 854 
438 602 699 706 
166 364 628 932 
348 836 895 991 
61 180 214 990 
104 425 507 956 
233 486 770 954 
190 391 403 585 
49 182 535 872 
50 56 397 502 
296 426 435 467 
61 129 280 813 
106 509 599 651 
28 126 225 791 
31 546 778 848 
249 650 853 918 
299 329 578 792 
175 176 314 475 
203 380 451 995 
176 261 700 734 
473 589 590 723 
850 884 920 955 
200 523 538 605 
22 302 407 669 
219 242 407 694 
116 633 770 870 
198 231 320 532 
43 518 950 977 
468 746 760 974 
440 738 836 839 
56 260 542 819 
27 264 351 747 
118 189 719 948 
126 128 474 707 
664 670 813 999 
177 423 630 683 
203 229 701 839 
265 564 810 933 
224 816 944 994 
63 113 784 845 
162 570 823 972 
46 90 405 422 
173 311 336 694 
89 380 693 737 
170 194 287 569 
52 130 444 941 
55 392 706 801 
304 567 685 692 
504 528 555 918 
47 202 685 823 
239 255 810 943 
277 422 628 943 
326 355 641 874 
112 485 486 868 
32 363 428 621 
440 506 901 942 
