the 0th hypergraph
19 732 908 
625 850 983 
116 797 982 
378 629 681 
746 802 838 
106 665 721 
463 581 679 
39 463 694 
328 869 954 
581 685 815 
78 243 246 
228 805 950 
35 414 986 
101 793 836 
396 650 659 
111 460 745 
219 378 580 
23 802 902 
550 781 995 
484 679 936 
357 660 929 
337 407 775 
77 161 211 
53 749 792 
15 563 593 
61 172 217 
66 763 775 
746 757 784 
638 660 738 
185 462 989 
288 460 995 
20 310 951 
176 352 511 
32 475 647 
186 377 817 
455 816 856 
300 308 928 
33 103 777 
665 787 998 
217 550 571 
602 860 987 
149 351 620 
561 673 960 
56 400 561 
205 546 798 
281 474 601 
198 655 688 
10 308 326 
136 774 962 
102 458 996 
348 553 852 
155 264 673 
135 393 796 
203 206 315 
317 557 893 
246 335 887 
656 837 946 
66 335 856 
261 273 922 
0 395 407 
86 241 274 
454 508 716 
512 635 789 
103 491 813 
146 671 771 
95 193 711 
447 571 601 
514 588 632 
48 485 709 
244 553 990 
470 521 993 
306 377 711 
274 395 848 
283 863 875 
24 124 897 
320 350 955 
485 544 551 
175 244 967 
116 327 431 
528 849 889 
176 501 535 
229 366 567 
2 65 534 
59 535 737 
74 780 797 
344 366 676 
431 453 685 
329 495 863 
477 785 880 
325 885 909 
83 815 870 
151 260 995 
341 559 956 
281 380 610 
165 527 774 
121 635 857 
585 887 966 
167 245 764 
92 462 981 
209 514 691 
534 663 968 
667 784 817 
27 555 573 
319 361 459 
12 247 408 
310 509 858 
302 550 786 
92 302 599 
375 636 788 
56 207 472 
297 308 920 
27 669 687 
207 673 850 
710 823 991 
209 210 871 
665 685 703 
353 372 850 
105 368 614 
183 187 938 
367 730 759 
311 546 808 
436 516 843 
459 462 842 
492 757 948 
19 197 396 
22 82 695 
160 476 795 
33 71 862 
121 287 566 
26 778 985 
153 315 882 
424 691 984 
13 424 655 
58 813 927 
252 325 424 
114 570 831 
130 159 588 
157 285 927 
169 418 728 
543 746 988 
242 432 913 
131 577 680 
396 489 825 
289 792 806 
386 768 785 
64 400 986 
164 374 545 
208 411 966 
154 163 557 
426 718 781 
107 832 992 
83 265 378 
37 518 809 
168 326 364 
20 422 824 
515 926 979 
505 579 695 
363 414 438 
680 830 976 
48 170 510 
55 217 999 
42 118 514 
741 811 841 
179 254 913 
37 409 506 
375 771 959 
128 132 728 
293 752 930 
81 401 927 
145 747 782 
650 669 743 
203 455 531 
645 719 830 
95 483 657 
540 541 638 
67 401 701 
96 105 883 
278 504 702 
338 367 899 
599 756 863 
342 683 830 
211 871 905 
95 157 493 
510 550 640 
434 472 846 
474 756 973 
210 305 431 
12 391 793 
214 308 668 
343 380 990 
331 664 813 
590 613 752 
47 418 515 
366 625 751 
485 746 799 
the 12th hypergraph
525 872 952 
245 477 851 
133 212 689 
401 745 906 
2 171 481 
154 345 926 
341 700 977 
117 369 632 
546 554 906 
163 739 913 
96 642 954 
178 451 611 
160 220 222 
9 234 830 
568 590 687 
94 429 905 
598 784 881 
155 302 426 
59 277 326 
125 607 852 
47 441 804 
120 745 847 
41 232 638 
194 272 958 
172 549 928 
95 142 211 
72 179 276 
133 587 918 
160 360 367 
5 325 871 
554 627 745 
544 678 950 
389 656 924 
342 646 960 
121 521 726 
235 254 424 
423 640 740 
568 639 849 
844 899 954 
26 78 402 
470 701 994 
288 383 486 
622 881 886 
123 309 737 
204 298 730 
193 324 663 
210 251 668 
24 139 793 
521 714 937 
127 368 803 
525 848 948 
450 468 749 
297 397 549 
471 522 896 
21 301 752 
455 462 620 
195 296 926 
320 393 411 
235 400 702 
194 851 968 
22 222 475 
325 610 989 
242 496 739 
217 276 520 
156 508 515 
218 450 545 
122 175 685 
104 198 660 
247 437 610 
375 516 517 
282 432 990 
250 353 462 
271 838 955 
753 780 846 
228 253 464 
350 783 971 
447 667 906 
443 503 689 
652 725 867 
34 610 824 
415 534 921 
54 639 752 
32 159 466 
537 589 663 
732 790 851 
160 202 402 
231 691 753 
187 373 480 
376 838 960 
424 745 842 
359 936 982 
4 307 322 
59 264 558 
431 592 995 
118 601 936 
235 461 820 
134 188 633 
651 779 806 
513 723 956 
142 588 898 
470 590 761 
449 534 806 
318 525 613 
290 341 451 
177 228 957 
276 626 952 
132 220 358 
443 616 814 
269 279 726 
79 592 981 
22 397 974 
193 401 771 
717 734 779 
35 925 965 
19 686 991 
120 217 676 
163 363 604 
468 677 704 
170 576 639 
383 614 912 
446 645 695 
42 357 631 
198 662 975 
108 339 467 
57 509 648 
217 233 307 
67 183 976 
205 388 918 
414 839 931 
634 696 899 
353 737 821 
5 325 649 
720 796 841 
583 659 673 
352 571 781 
601 609 903 
75 485 509 
89 536 624 
15 69 287 
112 273 737 
111 221 360 
666 828 874 
547 748 968 
32 233 762 
102 140 838 
260 477 684 
19 185 744 
250 476 850 
490 851 976 
190 571 863 
756 848 934 
8 82 999 
50 305 654 
358 630 998 
187 705 953 
186 237 918 
300 589 986 
232 487 893 
48 88 758 
348 542 751 
84 104 787 
64 535 657 
666 702 722 
467 580 856 
47 58 151 
7 175 936 
200 459 611 
72 77 856 
54 902 907 
190 405 933 
411 484 655 
382 449 729 
218 308 782 
8 541 691 
358 508 960 
375 753 928 
340 583 715 
50 280 333 
55 99 459 
665 725 855 
149 171 440 
118 831 840 
359 483 775 
198 588 593 
142 426 469 
37 97 813 
326 587 898 
171 233 335 
109 391 940 
5 221 334 
276 502 688 
281 726 836 
23 582 689 
42 252 746 
197 538 630 
35 251 349 
19 97 505 
801 840 994 
156 502 551 
641 858 960 
289 295 984 
69 808 906 
176 188 952 
265 358 438 
27 56 890 
93 595 975 
35 645 670 
112 276 558 
185 585 587 
279 382 769 
66 159 460 
53 281 901 
542 738 776 
183 783 909 
289 672 914 
184 258 944 
49 595 634 
321 349 790 
150 331 480 
569 885 938 
50 430 843 
8 359 448 
272 518 535 
98 334 345 
547 611 672 
60 366 782 
274 512 872 
233 304 901 
94 103 349 
25 65 151 
107 341 924 
1 245 893 
151 945 978 
717 751 850 
686 690 721 
405 420 500 
551 568 661 
368 397 613 
19 359 400 
363 773 932 
331 418 648 
419 442 690 
228 553 733 
566 828 919 
545 637 991 
546 781 947 
268 303 981 
232 324 960 
80 135 333 
265 380 506 
49 547 595 
153 173 929 
89 269 883 
129 237 792 
231 688 929 
585 755 794 
603 662 842 
198 430 897 
97 367 986 
150 553 596 
522 578 722 
310 409 760 
540 593 627 
605 690 941 
412 527 553 
72 81 311 
271 577 914 
39 165 341 
414 812 833 
37 267 680 
121 475 635 
2 404 442 
617 703 816 
32 233 276 
262 784 803 
709 951 988 
158 746 937 
24 500 706 
275 337 914 
379 496 841 
478 856 886 
120 524 776 
80 84 341 
105 195 807 
448 534 688 
567 611 687 
437 471 522 
108 719 983 
527 627 860 
596 886 934 
608 837 839 
750 902 960 
31 454 730 
882 928 955 
413 587 758 
4 54 691 
591 637 863 
276 599 859 
679 833 868 
11 886 945 
470 647 953 
343 412 732 
41 141 348 
14 288 725 
6 89 976 
88 294 393 
465 544 796 
347 350 858 
194 205 492 
229 519 673 
91 396 552 
562 582 942 
44 417 727 
51 354 379 
645 827 953 
106 732 938 
539 864 866 
18 782 990 
53 893 912 
257 272 962 
69 408 552 
20 783 972 
23 650 858 
453 463 542 
56 379 676 
197 813 817 
204 722 781 
150 905 957 
242 462 570 
118 400 411 
741 760 811 
14 194 414 
766 815 979 
105 651 665 
176 554 725 
691 846 886 
291 664 865 
699 877 914 
331 698 885 
11 204 746 
99 666 765 
82 491 798 
755 829 856 
114 569 912 
826 855 985 
383 516 900 
304 457 897 
303 435 441 
92 452 488 
160 325 524 
326 654 690 
225 455 592 
240 418 561 
623 805 987 
137 326 544 
77 567 596 
669 969 993 
481 678 872 
148 415 895 
25 198 824 
169 342 722 
400 487 962 
531 977 991 
95 158 627 
372 633 780 
16 584 834 
221 634 889 
73 261 404 
503 710 771 
255 878 951 
482 583 822 
79 139 890 
339 484 842 
245 665 899 
58 508 741 
195 919 983 
87 346 603 
491 782 862 
158 184 345 
30 79 350 
399 621 644 
131 377 747 
365 369 830 
273 322 745 
206 815 883 
370 468 539 
184 421 445 
229 287 892 
226 543 878 
78 167 800 
133 240 499 
120 127 283 
400 621 764 
332 668 949 
469 511 645 
49 724 728 
80 238 724 
442 515 894 
81 167 943 
74 242 799 
136 218 578 
231 492 790 
35 167 337 
117 289 482 
0 105 464 
230 346 839 
652 907 919 
285 598 702 
367 500 608 
6 366 984 
124 221 703 
114 678 801 
273 327 585 
355 587 792 
393 517 713 
8 106 182 
264 439 946 
53 442 464 
84 511 905 
340 483 508 
4 197 953 
237 438 974 
225 298 933 
265 554 923 
104 183 804 
250 756 837 
106 569 763 
496 551 680 
300 493 674 
602 619 776 
636 696 738 
114 695 966 
12 185 859 
406 575 878 
332 721 878 
150 601 772 
5 133 555 
162 233 944 
118 291 302 
121 722 972 
66 106 958 
3 225 331 
44 319 752 
168 715 811 
207 260 904 
367 677 781 
386 425 654 
28 118 240 
249 551 980 
205 531 838 
169 381 976 
9 383 625 
3 78 959 
256 257 327 
190 762 843 
152 166 379 
112 160 319 
183 500 805 
75 143 554 
71 514 658 
452 849 876 
363 851 880 
360 387 494 
394 581 925 
188 244 663 
358 501 754 
328 384 386 
122 828 987 
369 500 542 
14 848 850 
33 358 618 
46 220 523 
386 659 856 
527 817 920 
21 180 187 
257 602 706 
447 585 752 
87 160 917 
101 616 925 
362 373 623 
339 481 795 
19 460 655 
487 512 560 
151 622 631 
535 546 716 
61 628 784 
38 44 109 
126 169 250 
164 446 480 
183 864 997 
95 247 301 
329 782 838 
22 518 989 
419 420 486 
143 276 312 
370 489 994 
361 766 791 
380 441 784 
7 169 982 
236 298 612 
221 503 951 
387 560 727 
176 443 858 
469 919 976 
172 213 675 
477 720 975 
61 443 902 
145 667 939 
237 561 690 
347 600 691 
161 198 752 
82 877 961 
435 559 926 
177 901 992 
32 320 949 
50 566 782 
193 286 544 
441 597 807 
103 357 935 
187 615 617 
623 657 717 
459 789 817 
494 772 898 
678 734 744 
175 341 665 
327 391 450 
257 307 712 
539 722 821 
305 369 891 
18 260 372 
418 566 576 
541 692 906 
396 667 922 
17 149 970 
195 791 880 
57 131 715 
24 393 761 
270 811 846 
143 298 471 
100 229 709 
458 634 753 
160 435 750 
500 829 892 
353 501 976 
219 460 904 
232 261 808 
249 288 545 
46 122 304 
600 710 953 
20 246 970 
232 277 996 
458 835 849 
31 91 582 
226 474 726 
216 447 613 
388 525 820 
461 504 729 
424 438 951 
182 202 727 
90 190 601 
139 931 962 
515 677 800 
317 451 763 
491 565 817 
315 355 863 
78 957 971 
89 439 633 
233 794 932 
286 918 933 
321 486 717 
314 358 593 
758 905 981 
464 519 663 
415 592 859 
112 870 899 
297 408 787 
124 483 639 
22 416 860 
58 157 946 
87 507 745 
184 372 990 
131 412 769 
215 289 305 
101 200 617 
275 472 581 
356 606 805 
184 440 546 
102 455 462 
276 870 924 
791 870 917 
285 298 647 
21 101 140 
564 663 743 
51 64 986 
568 591 660 
42 380 553 
459 743 821 
75 336 695 
651 941 953 
111 268 295 
252 612 721 
0 83 869 
448 618 674 
297 502 948 
134 447 598 
842 895 970 
446 513 775 
331 794 986 
413 450 802 
45 383 972 
293 882 904 
264 472 608 
657 875 999 
29 100 112 
57 382 799 
234 369 898 
437 487 568 
129 400 875 
269 743 796 
702 776 836 
159 231 840 
140 351 784 
91 159 416 
245 321 768 
130 434 840 
151 471 772 
36 125 980 
100 646 752 
109 177 325 
128 627 815 
259 811 871 
96 426 455 
457 557 836 
581 776 965 
417 601 748 
286 497 800 
236 389 611 
96 337 354 
156 413 790 
154 273 649 
193 256 363 
158 351 752 
206 257 536 
178 283 820 
423 649 888 
27 884 942 
140 509 667 
199 552 600 
19 801 822 
239 522 815 
164 459 650 
209 597 942 
621 691 919 
273 287 902 
87 311 812 
277 525 573 
197 523 991 
11 224 327 
188 701 981 
246 683 911 
349 538 622 
237 803 931 
135 308 865 
174 503 838 
257 546 929 
114 161 221 
215 603 626 
193 411 620 
577 773 805 
396 657 993 
489 718 959 
312 408 899 
212 730 969 
26 377 984 
307 390 961 
389 725 903 
291 817 972 
340 473 904 
16 332 468 
606 618 924 
395 652 991 
242 250 924 
269 505 849 
19 734 818 
206 577 580 
103 215 716 
374 405 980 
263 598 903 
220 700 836 
110 850 948 
197 549 583 
59 488 616 
62 473 614 
139 359 477 
635 638 863 
215 408 855 
41 219 820 
47 814 859 
90 540 583 
113 208 834 
175 558 983 
226 811 925 
354 807 848 
13 270 763 
116 266 408 
41 51 825 
279 626 685 
44 864 896 
262 638 985 
220 600 786 
170 426 464 
57 245 612 
562 641 795 
3 556 679 
637 680 815 
192 436 702 
266 836 941 
656 736 910 
18 375 580 
341 593 903 
31 422 427 
313 581 706 
177 699 798 
43 261 907 
248 358 583 
373 667 880 
184 807 865 
9 227 457 
170 716 748 
142 419 977 
195 492 708 
206 207 864 
188 795 912 
405 937 984 
66 565 910 
235 532 962 
13 277 472 
534 607 942 
152 274 546 
286 502 913 
114 551 732 
510 536 831 
145 763 947 
19 386 447 
72 156 913 
1 455 929 
80 184 385 
519 644 687 
274 432 461 
257 559 826 
214 266 372 
127 237 898 
378 675 703 
355 380 908 
78 512 752 
19 554 604 
692 985 989 
590 641 804 
407 711 935 
68 684 936 
592 666 850 
720 843 937 
241 767 909 
201 212 321 
99 291 710 
198 671 913 
654 840 968 
752 785 978 
24 317 849 
85 480 750 
440 534 645 
185 777 851 
351 676 710 
94 105 622 
224 784 807 
267 519 908 
174 368 403 
74 573 765 
14 508 825 
57 281 735 
5 236 242 
70 901 949 
26 416 460 
510 960 966 
25 374 867 
234 254 403 
456 666 818 
722 755 996 
369 523 610 
31 851 874 
39 806 856 
99 168 240 
294 530 583 
306 390 612 
174 255 683 
447 723 948 
139 403 748 
23 129 290 
121 251 469 
296 323 669 
7 531 906 
698 852 984 
515 546 864 
450 518 701 
465 600 746 
128 443 875 
445 525 738 
466 478 497 
345 393 750 
336 678 836 
240 300 586 
245 274 792 
112 214 800 
344 819 872 
22 613 631 
75 94 235 
444 474 775 
139 266 560 
110 392 470 
67 500 968 
471 496 554 
273 424 559 
126 479 786 
109 726 980 
391 506 640 
146 349 481 
145 343 622 
67 447 956 
463 647 669 
432 847 883 
385 539 606 
488 497 878 
854 895 948 
127 171 906 
68 122 397 
360 563 730 
164 585 653 
89 570 615 
144 860 894 
368 645 864 
348 579 659 
85 428 739 
11 268 602 
134 720 776 
217 702 914 
516 683 780 
7 254 354 
542 612 961 
584 604 703 
260 404 640 
478 714 738 
295 433 857 
106 497 928 
287 507 906 
301 468 808 
259 517 742 
27 167 468 
147 942 946 
7 659 968 
238 629 795 
172 296 613 
7 101 957 
45 699 851 
115 211 585 
279 461 549 
95 112 430 
668 847 975 
259 777 832 
196 283 879 
117 464 965 
249 670 963 
326 387 980 
244 465 711 
123 336 658 
64 606 736 
72 116 572 
73 237 894 
594 658 872 
43 385 992 
347 832 933 
50 570 710 
48 266 570 
62 798 853 
305 524 787 
59 227 694 
60 434 785 
578 898 980 
334 517 566 
90 700 846 
190 195 416 
114 726 916 
314 402 609 
167 563 679 
207 737 788 
291 709 928 
214 345 693 
154 346 833 
26 472 479 
279 671 776 
372 634 645 
459 769 881 
71 83 523 
28 126 217 
536 773 775 
177 218 506 
100 951 988 
504 564 948 
125 205 918 
33 565 990 
266 437 548 
293 297 536 
40 702 940 
203 345 923 
559 958 970 
99 896 963 
130 354 405 
291 354 885 
394 860 892 
116 844 918 
51 96 215 
602 760 771 
59 386 950 
291 416 679 
65 84 585 
675 711 971 
182 486 977 
36 241 878 
216 345 821 
475 831 907 
156 976 982 
446 521 757 
311 403 564 
237 385 447 
155 588 935 
3 192 413 
240 819 950 
8 98 260 
42 766 992 
184 413 462 
491 721 828 
513 735 926 
75 574 821 
447 601 779 
365 636 985 
51 462 959 
437 563 955 
500 693 977 
223 847 873 
424 483 607 
622 759 946 
199 362 928 
39 323 441 
546 673 963 
238 808 882 
286 864 945 
46 574 710 
56 527 792 
527 645 766 
64 575 765 
540 605 874 
26 551 767 
300 465 612 
462 647 960 
77 531 594 
346 860 894 
796 973 991 
242 536 799 
311 636 785 
242 847 919 
297 597 617 
437 850 893 
276 401 627 
314 559 892 
230 396 422 
294 875 901 
15 23 87 
70 556 955 
659 689 927 
299 619 825 
621 700 920 
29 571 695 
97 488 869 
199 752 999 
150 172 814 
187 209 311 
163 664 686 
617 665 732 
312 451 960 
35 423 869 
69 780 982 
462 716 739 
351 592 711 
125 278 820 
199 355 904 
178 333 369 
191 947 958 
323 384 471 
43 72 164 
345 468 632 
408 412 860 
381 406 856 
238 580 670 
435 888 998 
564 618 621 
387 558 986 
1 788 908 
317 371 417 
348 372 913 
523 543 606 
218 226 947 
323 432 435 
369 644 665 
235 466 780 
243 544 892 
493 862 996 
294 402 749 
800 871 986 
450 554 978 
331 347 392 
360 957 983 
13 344 455 
254 500 716 
243 247 741 
48 412 440 
403 654 753 
152 238 562 
388 842 983 
31 220 718 
62 152 824 
262 731 938 
1 132 203 
670 954 982 
326 339 983 
416 597 948 
722 888 951 
143 723 754 
167 313 400 
350 423 987 
125 315 496 
459 647 660 
221 964 985 
93 757 843 
144 289 562 
280 564 796 
37 77 769 
608 751 808 
173 179 857 
28 275 531 
334 567 876 
334 540 959 
167 193 283 
461 682 941 
28 83 377 
383 496 671 
497 689 711 
53 355 717 
583 709 869 
342 528 809 
449 489 975 
82 253 278 
307 364 743 
688 711 770 
532 637 856 
463 966 997 
504 663 801 
282 434 767 
115 354 366 
789 841 960 
371 377 477 
82 390 984 
425 774 925 
412 452 550 
292 352 969 
285 340 852 
115 463 547 
83 244 628 
227 617 723 
172 645 860 
81 429 462 
17 347 404 
20 329 352 
67 534 882 
409 709 744 
222 556 878 
107 241 652 
111 212 729 
53 325 668 
357 562 945 
507 520 760 
327 774 862 
429 495 894 
122 610 872 
192 455 624 
55 556 835 
391 576 645 
39 268 636 
158 694 913 
645 833 979 
31 581 749 
200 203 715 
233 663 723 
181 260 508 
51 166 934 
228 506 881 
603 680 971 
462 603 982 
396 741 947 
374 392 684 
514 661 899 
162 171 653 
398 479 730 
732 853 920 
357 599 778 
206 606 976 
333 718 973 
740 768 849 
139 295 787 
148 524 837 
121 281 827 
90 807 969 
480 517 936 
425 481 661 
87 117 829 
32 593 992 
568 655 835 
155 171 180 
202 813 982 
75 207 604 
645 671 722 
437 616 652 
68 576 779 
137 249 929 
53 172 485 
172 231 455 
561 700 839 
455 585 614 
470 553 921 
674 681 954 
598 780 942 
407 707 974 
188 342 962 
53 72 181 
32 846 921 
493 519 834 
207 518 642 
465 506 705 
205 361 820 
90 434 492 
523 874 878 
94 618 638 
591 788 873 
237 340 696 
672 878 932 
109 178 648 
201 567 640 
75 308 960 
497 572 757 
318 439 933 
20 298 397 
230 745 994 
410 582 840 
103 220 465 
94 483 680 
14 421 514 
35 186 889 
244 705 726 
426 472 675 
325 730 938 
299 448 459 
442 483 806 
403 489 536 
32 532 824 
193 649 848 
305 495 720 
554 562 724 
81 476 711 
384 512 630 
78 726 775 
69 262 502 
345 580 682 
533 799 937 
216 708 933 
295 573 799 
31 206 513 
248 391 531 
531 749 995 
509 551 814 
494 504 596 
313 326 541 
183 289 992 
588 894 963 
47 462 904 
344 369 852 
100 374 379 
305 342 492 
111 521 896 
118 456 935 
338 387 643 
6 38 393 
379 388 430 
221 762 822 
554 814 838 
59 93 600 
112 464 843 
144 282 735 
71 184 625 
51 498 809 
648 687 886 
425 603 864 
177 368 414 
157 408 751 
121 284 909 
326 478 831 
305 816 868 
103 375 936 
323 626 679 
240 321 651 
180 195 313 
745 829 856 
407 436 595 
116 355 887 
50 142 387 
416 615 956 
230 413 972 
49 114 540 
172 303 845 
380 761 811 
407 528 995 
161 178 309 
600 951 987 
473 700 709 
7 809 832 
120 647 785 
159 288 893 
31 750 993 
278 659 797 
215 300 802 
442 796 959 
400 514 890 
101 513 631 
341 621 835 
215 393 879 
256 586 798 
97 211 691 
167 916 970 
31 35 840 
205 275 286 
600 844 989 
30 460 868 
202 753 809 
6 710 893 
121 188 565 
29 242 965 
231 312 704 
144 740 911 
163 186 604 
34 329 358 
182 354 597 
389 644 713 
160 421 539 
216 410 962 
448 524 627 
64 295 453 
133 273 433 
160 566 868 
441 443 644 
406 550 691 
275 841 914 
37 81 498 
431 466 561 
108 296 752 
289 680 996 
158 443 792 
523 706 844 
647 757 861 
451 983 988 
432 686 946 
174 516 882 
141 154 774 
276 825 974 
160 517 629 
347 642 644 
139 191 293 
399 638 892 
456 699 774 
145 261 329 
201 543 907 
94 845 933 
14 177 914 
75 253 904 
296 426 734 
565 572 593 
234 249 647 
161 809 942 
543 619 995 
118 352 917 
767 820 857 
534 598 877 
59 200 669 
20 250 593 
410 816 958 
93 805 897 
443 852 878 
78 344 961 
92 111 527 
142 221 757 
396 428 585 
249 444 949 
394 596 761 
123 844 853 
249 269 679 
270 359 614 
101 496 556 
473 482 500 
70 489 913 
76 80 323 
423 813 903 
287 383 389 
483 558 747 
268 496 876 
545 547 620 
659 679 960 
266 363 808 
241 316 824 
657 807 850 
56 260 761 
377 679 897 
202 260 543 
695 717 929 
198 357 553 
66 526 794 
115 871 924 
203 423 762 
43 195 744 
148 490 588 
148 211 916 
312 343 902 
412 657 946 
29 454 877 
146 748 836 
100 178 804 
44 422 978 
51 364 589 
123 514 923 
38 503 773 
340 591 974 
40 93 610 
99 122 135 
145 337 508 
445 527 718 
25 245 545 
440 550 972 
201 541 613 
157 503 699 
537 800 937 
60 417 632 
